Treatment,Outcome,IV1,IV2,,,
-3.756526689,-3.367085113,-3.419416203,0.637581902,,,
-0.927854151,-2.451655925,-0.917792776,0.417766793,,,
-1.836903296,-2.392640842,-0.292407044,-0.696527399,,,
-2.323209309,-3.031067639,-0.014286581,-0.155151613,,,
1.111528308,3.331073461,-0.536361441,-0.71688967,,,
3.627006027,5.378994459,0.591113972,0.395100607,,,
0.687416493,2.29482185,-1.076952803,0.543974506,,,
1.725752115,3.633456212,0.015766114,0.990897028,,,
-1.930815625,-2.510678213,-2.082027297,-0.411551302,,,
-3.392821344,-3.364814954,-3.204925003,-0.338663054,,,
-2.048872268,-0.747114853,-2.410278408,-0.159996611,,,
-4.146217927,-4.643127815,-2.524628061,-0.491751554,,,
0.059001879,-2.351729199,-0.033299246,0.939928393,,,
-0.446606226,0.207718222,-1.466584253,-0.824590398,,,
-0.985526362,-1.233271769,-0.417443685,-0.20560477,,,
-1.279704264,-1.35198271,-0.199697288,-0.482326558,,,
-2.385429174,-3.095663098,-1.714090454,-0.047899469,,,
-6.157092527,-5.310529713,-5.062621651,-0.519976319,,,
-4.894557132,-5.764592859,-3.400597353,-0.752248043,,,
-2.261819502,-0.878499885,-2.559617543,-0.22363859,,,
2.285775411,3.678102276,0.271825297,0.840708739,,,
1.904954443,3.323237592,-0.450153608,0.93935481,,,
-2.002803493,-2.070065842,-3.173616738,0.611972879,,,
-1.433149926,-0.699033019,-1.415668402,-0.595458259,,,
0.08450551,1.65964368,-1.495601219,-0.577134376,,,
-0.645863791,0.336628057,-1.422951653,0.793485626,,,
-1.782303181,-4.115071448,-0.798580169,-0.078431884,,,
-3.647745844,-4.429017812,-0.939700946,-0.424886807,,,
-1.01661464,0.177295548,-1.381914797,0.389810068,,,
-2.999238027,-4.813904857,-1.38178175,-0.419187517,,,
-4.022879899,-4.277674341,-3.116194915,-0.836770053,,,
0.380567599,0.785343057,-1.79574154,0.781856744,,,
-2.22933251,-3.947430358,-0.262202254,-0.59503886,,,
-3.931940426,-4.245403053,-1.245353855,-0.714346523,,,
-2.571044502,-3.427042868,-1.965599167,-0.709061128,,,
-0.781039602,1.027230345,-1.793218281,0.659035813,,,
-1.678796542,-3.101883105,-0.247311627,0.482426113,,,
-0.923782616,-0.780690845,-1.385518127,0.311710728,,,
-0.30051863,0.016597241,-1.540595608,0.801501173,,,
-1.422677845,-1.35179002,-1.973622735,0.219975322,,,
-0.572941141,0.274382612,-0.302392127,-0.363735447,,,
-3.07328976,-1.682610965,-2.093928803,-0.641471868,,,
-2.467573622,-4.36215687,-0.900789334,-0.029413277,,,
-3.577701999,-2.711501469,-2.54715638,-0.551197731,,,
-1.825666959,-2.107892261,-1.056177291,-0.966603662,,,
-2.817901793,-2.322715124,-1.887658637,-0.870847339,,,
-3.78262677,-4.825610766,-1.406497812,-0.755686832,,,
1.453375661,3.303608405,-0.831064885,0.613766844,,,
-1.743057504,-2.563215726,-0.929725769,0.597836299,,,
-0.040607095,-0.792389781,0.535423595,0.132653869,,,
1.048479881,3.077403674,-1.074097471,0.820529416,,,
-0.561761489,0.487885658,-1.321307256,-0.732799415,,,
-1.208614728,-1.767136893,-0.599532363,0.606290979,,,
0.486025164,1.65390653,-0.569660375,-0.347611604,,,
-3.044994798,-3.677767465,-4.264033047,0.935699824,,,
0.167051739,-2.53333198,0.6609309,0.947216358,,,
0.701184027,2.951391715,0.143319406,-0.805393398,,,
0.065245768,-0.773148034,0.661473064,0.445134231,,,
2.14634746,3.664284787,0.401885518,0.041846013,,,
-6.824491572,-6.238723668,-6.737992616,-0.428811375,,,
-1.084856779,-0.992737521,-1.541956203,0.258570266,,,
0.122990777,0.657403581,-0.652594827,-0.993785574,,,
3.199127655,4.355860365,0.469255967,0.941753571,,,
-6.215334352,-6.214025148,-6.368735369,0.731917878,,,
0.01422323,0.037604951,-0.372018077,0.322640135,,,
0.008537301,1.174521727,-0.402103214,-0.258178794,,,
1.613530784,3.499779546,-0.123520975,0.822731681,,,
-2.672089212,-4.716832504,-1.162937182,-0.854119694,,,
-1.53470384,-1.742524179,-1.740601664,-0.147106282,,,
-3.702336384,-4.010811575,-3.045885035,-0.598152413,,,
-1.391978425,-0.457280135,-0.941416316,-0.459083273,,,
0.180131188,0.19583304,-1.688633933,0.46336409,,,
0.23053632,1.02198034,-1.244637791,0.959964772,,,
-2.545197814,-3.884926048,-1.829641494,-0.421908275,,,
3.471321668,5.398582871,0.785383731,0.630318511,,,
-0.266383733,1.378996753,-1.149720803,-0.807426856,,,
-1.580444103,-0.923178259,-1.439951882,-0.858317033,,,
-0.502182221,-3.216086285,0.367970594,0.379565034,,,
1.633669153,3.326234811,-0.784822885,0.125377226,,,
1.246334765,2.638256523,-0.301777481,0.657262026,,,
0.845283484,3.500092098,-0.82084206,-0.23745859,,,
-0.510990324,-0.114101371,-2.044870933,0.502980925,,,
-0.664847021,-1.608486068,-0.690422205,0.642590044,,,
-2.070358741,-3.379021225,-0.001699637,-0.417823665,,,
1.101428163,2.609130004,0.114981013,0.134595827,,,
-2.004855535,-2.342224232,-1.16393189,-0.609663366,,,
-2.544072992,-3.737380077,-1.363868164,0.24096982,,,
-0.498096659,-1.075831194,0.186214495,0.345800266,,,
0.381638924,0.701877119,-1.171548495,0.686991782,,,
-1.636873633,-1.703526172,-2.252269104,0.016475018,,,
-1.872232951,-3.401277219,-0.793739479,0.417415576,,,
-2.054228363,-2.584146415,-0.062963094,-0.348844138,,,
0.49674582,2.447364891,-1.037938299,0.677035772,,,
-1.880538436,-2.942703325,-1.087129043,0.928845878,,,
2.59800564,4.322968981,0.700220846,-0.891768315,,,
-1.758106473,-0.993657836,-2.046945663,0.102156703,,,
-0.455627892,-0.688464904,-1.132977563,0.192481323,,,
-1.608417645,-3.148550509,-0.570504904,0.252350977,,,
-2.723290588,-4.142076518,-1.935125132,-0.983087838,,,
-2.232845625,-3.217751364,-0.909285135,0.50848166,,,
-2.261459669,-2.92294547,-2.850275033,0.480878721,,,
-0.223725292,0.412740562,-1.214139623,-0.032093329,,,
-0.538262267,0.848063471,-0.04698881,-0.480075542,,,
-2.856513816,-3.22265873,-0.836295154,-0.22351742,,,
-3.390120504,-4.531701748,-1.62120758,-0.10313957,,,
1.015099544,1.839586638,-0.336908562,0.529234672,,,
-2.103851472,-3.755757694,-0.945330432,0.362049593,,,
-1.14071438,-0.927518058,-1.878089224,0.438386953,,,
-1.601079775,-1.817157356,-2.579428922,-0.11503439,,,
-2.867197538,-2.315949352,-1.753417628,-0.460978232,,,
-3.101599938,-4.340062927,-2.195310964,0.645837879,,,
-2.495027601,-4.421048001,0.600697855,-0.933014632,,,
2.986925466,4.778465302,0.637328856,0.441421394,,,
-1.298636064,-0.675666149,-1.914063453,0.411893117,,,
-2.358595687,-2.657344516,-1.233717197,0.325600668,,,
0.170262401,1.230216218,-0.862334339,-0.845282043,,,
-0.879074414,0.316891656,-1.803702175,0.908997488,,,
1.106353751,2.630952273,0.092107716,-0.433294568,,,
0.314746554,0.90054379,-0.324989864,-0.081583551,,,
0.032857384,1.269882601,0.064374568,-0.340397357,,,
1.338770106,2.495555713,-1.135089769,-0.109666762,,,
2.677002104,4.841006794,0.376802446,0.859950233,,,
-3.156760319,-2.780540548,-1.931898713,0.183605622,,,
-4.515726829,-4.90212128,-3.782477163,-0.718084464,,,
-4.94822708,-4.209609223,-5.650349058,-0.291791454,,,
-0.468038441,0.166952857,-1.07226277,0.112829074,,,
-1.795364812,-2.441801597,-2.082966041,0.249938679,,,
-1.685048725,-2.085169858,-2.210714832,0.750727466,,,
-1.230666654,0.544078923,-1.749025074,0.414996516,,,
-4.255280696,-4.748124205,-4.532756498,-0.024029192,,,
-1.156271571,-0.697496354,-1.338873563,-0.70278888,,,
-2.139615442,-2.014318407,-2.056041316,0.414991283,,,
-1.604666949,-3.194249011,-0.005284943,-0.440446592,,,
-1.436967298,-0.919834499,-0.894566909,-0.829386598,,,
1.674907288,3.447613099,0.688216229,-0.710991942,,,
-1.18046617,-3.107807254,0.474309173,0.776730194,,,
1.94532304,3.343160572,0.008965141,0.130450087,,,
-1.509390642,-3.311771357,-0.483402273,0.191997057,,,
-1.1355353,-2.912657989,0.34312753,-0.046617713,,,
-0.873742479,-1.686468255,-0.188584724,0.776622457,,,
-1.020621547,-1.396872675,-2.569546918,0.382524339,,,
-2.72860358,-3.042183564,-1.493038425,-0.633043864,,,
-2.570199916,-3.868776534,0.105879326,-0.990040504,,,
-2.773024313,-4.581804851,-1.109859203,-0.473033229,,,
0.244765601,1.805687444,-0.430766034,0.281650802,,,
-1.330947272,-0.99384423,-0.737920279,0.65718957,,,
-4.134783633,-5.106109644,-3.356330636,-0.003145259,,,
-1.200207234,-2.274053727,-2.361015266,0.614590959,,,
2.236269246,3.636702401,-0.255856828,0.488963563,,,
-2.625003389,-2.695066061,-1.356581615,0.016024863,,,
-2.25800808,-4.862206206,0.309219914,-0.254050888,,,
-0.564431448,1.218101477,-0.084611097,-0.373566611,,,
-1.000243513,0.342312606,-1.205011454,-0.462358142,,,
-1.393546809,-1.965707139,-1.175596929,-0.554225901,,,
0.584545272,0.459098556,-0.785197576,0.477832849,,,
-1.965888041,-3.503805497,0.329243447,-0.852663115,,,
-4.197241801,-6.403171564,-0.90907577,-0.489047301,,,
2.248003136,4.105743243,-0.715971332,0.788725326,,,
-0.740503881,-1.816902735,0.512984475,0.928019542,,,
-1.105559199,-0.873069279,-1.593001942,0.130229371,,,
-0.191282779,-2.007897714,-0.063817268,0.460953633,,,
-3.306343085,-2.968110305,-3.542979655,-0.607567021,,,
1.613289774,2.334820005,0.513847892,0.149630565,,,
-1.689296203,-2.588108469,-1.047251308,0.693923032,,,
-2.174112259,-2.571165785,-1.38695217,0.359990682,,,
-1.861796059,-3.108000213,-0.48698892,-0.47832605,,,
1.019700496,2.665247945,-0.728397055,-0.264299449,,,
-1.161313209,-2.632580808,-0.651143244,0.020741803,,,
-1.569909235,-2.117847387,0.006391763,0.309759365,,,
-3.010050089,-3.515462027,-1.300066963,-0.935298121,,,
-1.467958321,-3.436041226,0.222066872,0.226890718,,,
-1.093240741,-3.491068199,0.580099945,-0.048601246,,,
2.717092653,3.532986589,-0.655718795,0.75328342,,,
1.109306668,2.844273982,-0.474392818,-0.714171059,,,
-2.341823408,-3.261154214,-1.241447902,-0.410763574,,,
-4.927778205,-4.541219449,-6.270437718,0.80653099,,,
-2.6946398,-1.964740839,-1.746229737,-0.222757683,,,
-1.163262797,-2.598570746,0.256615966,-0.294136183,,,
-2.737598126,-3.302022103,-1.263621672,0.533008635,,,
-1.833791835,-3.147638508,-0.709348996,0.612388921,,,
-2.358706224,-4.680171674,-0.453771769,-0.128549391,,,
-0.755673101,-0.864264128,-1.77603079,0.045308977,,,
-2.106116906,-2.160111686,-1.041704205,-0.636678922,,,
0.07376742,1.813995836,-1.173257247,-0.295970664,,,
-1.482395503,-1.848948214,-0.877016674,0.609194824,,,
-1.395417412,-3.35470814,0.339234913,0.449848935,,,
-2.996537593,-3.320386375,-3.972939545,0.389434734,,,
1.972441747,3.791595448,0.086679133,0.380028183,,,
1.913313005,3.444958619,-0.678532214,0.930379196,,,
0.502186056,2.003808121,-0.742724672,0.175565823,,,
-0.660060116,-1.445543662,-0.429258098,0.193377126,,,
-2.110027122,-2.051336931,-3.067553138,0.786423492,,,
-1.960750593,-1.020220696,-2.320365984,0.155278929,,,
0.842118134,3.602084965,-0.885096149,0.888542494,,,
-2.081900867,-1.897509187,-1.517699645,-0.556160444,,,
-1.988742301,-3.913695492,-1.142489984,-0.171560285,,,
-1.693941877,-2.208913007,-1.886074292,0.389391046,,,
1.834786163,2.988236396,-0.743966222,-0.016183893,,,
-5.076483656,-4.365514071,-5.579606718,0.904960794,,,
-0.071437611,0.399588234,-0.96057177,-0.028840553,,,
-0.796922365,-1.085466165,-1.645732351,0.353696562,,,
-1.503957985,-3.899119815,0.179694058,-0.980925405,,,
-1.614098376,-3.157741153,-0.818763,0.317002477,,,
-3.879202445,-3.186487597,-2.754807929,-0.832243704,,,
0.449654642,1.71729606,-1.510160274,0.706024062,,,
-2.767223385,-4.801842808,-0.271087045,-0.765209648,,,
-3.693758917,-5.011369669,-1.32189958,-0.778832891,,,
-1.369139533,-2.799557433,0.411091717,-0.793408793,,,
-2.805863626,-3.57531352,-2.110550842,-0.415231643,,,
-3.089701196,-5.803318401,-0.632703072,-0.085299457,,,
-0.883349607,-0.505947248,-2.041281436,0.857430062,,,
1.491610292,1.72063155,-0.911986612,0.677722992,,,
2.045176666,2.540882283,0.5082746,0.219722752,,,
-0.007872413,-0.461690488,0.315911192,0.423917423,,,
1.499641073,1.7494607,0.27481357,-0.587353982,,,
-2.353672719,-2.438519175,-2.439948193,0.308372115,,,
-0.676401054,-0.963957042,-1.869354782,0.729310729,,,
1.262036861,3.453762073,-0.482129149,0.031914564,,,
-3.635141901,-4.471120681,-2.85162911,-0.668554422,,,
-0.133260316,-0.140162896,-1.733686262,0.422025474,,,
3.619320277,5.328463183,0.748869898,0.278708362,,,
-1.924009193,-2.32617205,-1.64220768,0.377590075,,,
-0.067171741,1.226573634,-1.576042941,0.394003771,,,
-0.0531643,-1.176945178,-0.747133954,0.473759218,,,
-1.932973182,-3.444784731,-0.994826716,-0.318611186,,,
0.540897736,1.737264599,-0.79659353,0.149276036,,,
-0.382418518,-0.040594338,-1.467804411,0.779988817,,,
-1.199118729,-1.978938252,-2.385835325,0.35114392,,,
-2.158657397,-2.642277014,-1.651977336,-0.385196601,,,
0.223421774,2.351961255,-0.383025281,-0.955122374,,,
-0.473905309,-1.619147972,0.53892774,0.269466675,,,
1.047431294,2.10055272,-1.347670598,0.761943812,,,
-1.847627139,-4.058619038,0.73144839,-0.729358074,,,
2.211148961,3.95768684,0.421878131,0.808481936,,,
-0.47473078,-0.320957227,-1.550346412,-0.310452498,,,
2.829129314,4.78499306,-0.121861235,0.283607556,,,
-1.816304494,-3.575056185,-1.43999009,0.108022753,,,
-2.603305912,-3.402225317,0.121006751,-0.869428475,,,
0.106242202,1.964685141,-0.048116926,-0.450063668,,,
-2.59339546,-4.428159264,-1.072663668,0.267045845,,,
-1.197009316,-2.436859213,0.605118967,-0.213494094,,,
-2.262829482,-4.388405981,0.349139398,-0.964631244,,,
1.017268011,2.764912072,-0.515948559,0.414129562,,,
-3.795070512,-4.778824285,-1.592419251,-0.618310733,,,
-0.24587061,-1.768333978,-0.22433021,0.544100958,,,
0.910785416,2.447355664,-0.34336243,0.460611152,,,
-2.437789189,-4.475068444,-1.305422214,-0.343212777,,,
-2.004621193,-2.290415418,-1.814954603,-0.398322558,,,
-1.738043021,-2.927929984,-1.971833042,0.159598504,,,
2.378267462,3.618756168,0.43900236,-0.63627341,,,
2.450089452,3.789520161,0.026811902,0.229740355,,,
0.903492842,2.938746878,-0.839139096,0.110965893,,,
-2.609237719,-3.847160752,-0.382990534,-0.283989061,,,
-2.625927401,-4.29139647,0.198325375,-0.832015247,,,
-0.182457124,1.083382889,-0.816792759,0.023692334,,,
0.881626039,1.402448637,-0.165714391,-0.005335214,,,
-4.755908033,-3.948726263,-4.28493242,-0.284911489,,,
0.909912322,1.655000396,-0.622195801,0.29056782,,,
-1.44828775,-3.88735439,-0.225898095,0.384304031,,,
-0.839082393,-1.462835713,-1.956855097,0.943915627,,,
-2.647759579,-2.901334563,-1.589926477,-0.064038742,,,
-0.056514197,0.93698229,-1.400707484,0.345343251,,,
-1.271726862,-1.10295576,-1.988173356,0.199286448,,,
0.219363544,1.267746031,-0.705878505,-0.545156481,,,
-2.100842382,-3.509125843,-1.681686875,-0.534587222,,,
-3.092932408,-2.172703658,-3.886903337,0.55177833,,,
-3.411804888,-2.580067361,-2.384819077,-0.036113726,,,
-2.474356729,-4.245009176,-0.772572207,-0.663033209,,,
0.639565102,-0.54602217,-0.082283721,0.833228082,,,
-0.580502037,-2.479996569,-0.495206528,0.248566337,,,
2.209230737,3.844251975,-0.309010858,0.481542968,,,
2.995505414,3.775435043,-0.249660571,0.835740491,,,
-4.104071337,-3.941239603,-4.485827318,-0.1588273,,,
0.162957572,1.667598398,-0.624115941,-0.796770627,,,
-3.209665499,-3.70288126,-2.819344098,0.314311065,,,
0.703841524,2.624109273,-0.052658801,-0.333117889,,,
-0.605697335,-2.112978234,-0.740542051,0.923368504,,,
-2.222562957,-2.840333528,-0.343890761,-0.570480537,,,
1.660730947,2.657208618,-0.593210505,0.308754518,,,
-1.559423001,-0.611415579,-1.679491354,-0.432497465,,,
1.17181966,1.759032258,-0.779808527,-0.231664029,,,
-2.028913352,-2.262691195,-1.686906901,-0.662841069,,,
-2.148444616,-4.105770125,-0.997525482,-0.023231231,,,
-1.866993445,-2.525715769,-0.011780439,0.589257732,,,
2.57092381,4.914551037,-0.249790149,0.756369035,,,
-0.699402537,-2.100368736,-0.248760824,0.637440458,,,
-1.084058786,-0.92225975,-1.781869137,0.146987104,,,
-3.87961515,-5.21214225,-1.906519603,-0.769556324,,,
-1.100735526,-1.576538129,-0.721715369,-0.382260255,,,
-3.620581072,-4.478878945,-1.653874171,-0.87070612,,,
0.541789773,0.85251908,-0.947975262,0.644224963,,,
-1.736350887,-1.50945846,-2.299673661,0.399633635,,,
0.008999501,1.248121164,-0.632291884,-0.036823417,,,
-0.086695396,-0.066733869,-1.364700717,0.11730747,,,
0.043081117,0.28365515,-0.87929609,0.430211635,,,
-1.328779987,-3.13227731,-0.762603316,0.491409565,,,
-2.353586526,-3.519727172,-1.509763235,-0.836191748,,,
-1.201926171,-1.1337095,-0.868944825,-0.562614789,,,
-1.803254588,-1.574525587,-1.288833186,0.28235762,,,
-0.156239306,0.894014925,-1.044684337,0.026922025,,,
-1.612764169,-1.367430909,-0.832964361,-0.579747091,,,
-3.932620661,-3.971422287,-2.274795612,-0.958697469,,,
-4.829282462,-4.34997436,-4.75683101,0.652271926,,,
-4.234217311,-4.76354304,-1.863288764,-0.944919098,,,
2.049488887,3.128473704,-0.215548221,-0.03768004,,,
-0.800591283,-1.013749921,-0.861319747,0.901597701,,,
-2.202900054,-3.671652484,-0.735696676,-0.748026119,,,
-2.174183568,-3.802375797,0.071292996,-0.588857742,,,
-2.50133871,-2.878599982,-2.625630225,-0.533816436,,,
-1.525357382,-1.391511934,-1.946110393,-0.153165613,,,
1.360985225,2.456191558,-1.04366855,0.217433085,,,
0.612990063,1.007227137,-0.160779215,0.370264242,,,
-0.523901753,-1.113218503,-1.741648778,0.067456863,,,
-2.804071958,-3.732314197,-3.782091098,0.572923023,,,
-0.863086484,-1.139420153,-1.102851147,0.922236863,,,
-2.348950423,-3.376930349,-1.870065951,0.430448848,,,
-1.531515902,-4.427400854,0.370751898,0.258320262,,,
-0.517149231,-1.712527506,0.363336231,0.017803127,,,
0.441428361,-1.117812033,-0.267666738,0.64418307,,,
-1.467507409,-3.298575583,0.643100819,-0.787236959,,,
1.202288514,1.947412025,-0.179881308,0.32707707,,,
0.549730853,1.576021407,-0.033380401,-0.639239307,,,
0.680690044,1.320856179,-0.019238799,-0.825437083,,,
1.756153,4.088394147,0.466318982,0.387658374,,,
-3.19755879,-5.562343574,0.073941382,-0.889717875,,,
-3.506465801,-4.585858745,-1.389159707,-0.666846164,,,
-0.379018644,0.171839906,-1.563535272,0.319783965,,,
-1.818005597,-0.735153031,-1.882774157,-0.312948455,,,
-0.148542205,-0.603506929,-0.617546134,-0.022724087,,,
-2.004647877,-2.199030343,-2.297646924,0.196767669,,,
-2.558497131,-2.690810092,-1.178563785,-0.939591328,,,
0.424838581,1.638900618,-0.853289398,0.222137386,,,
-5.621831526,-4.603075718,-4.560371486,-0.933479402,,,
-3.791531813,-3.826462605,-1.137692259,-0.889093551,,,
0.654927667,1.378324493,0.511940439,-0.196280474,,,
3.040011055,5.66578768,0.00272966,0.683892876,,,
-4.847263982,-5.316896818,-3.927421128,-0.642224946,,,
-1.247830308,-3.479333778,-0.409839478,0.436408519,,,
-0.03282257,0.81986099,-1.233452563,0.982473134,,,
0.063857134,-1.566028661,0.38743684,0.61203406,,,
-0.217804407,1.209782223,-1.209940193,-0.095384174,,,
-2.062912408,-2.695195245,-2.172870234,-0.147205438,,,
0.799420575,2.437358623,-1.435739396,0.718043468,,,
-1.516548639,-0.638763888,-1.381530517,0.121443196,,,
0.389163381,1.540972331,-0.614037969,0.244053004,,,
2.011811956,3.317234097,0.472964242,0.884554774,,,
-2.740678997,-4.469067934,0.033361946,-0.941637393,,,
-2.518391515,-3.67251313,-0.812892898,-0.98129937,,,
0.075867781,0.594069453,-1.010766797,0.91831845,,,
-0.763576027,-0.242092775,-0.684712663,-0.810521225,,,
-1.948968469,-2.73205998,-2.214794154,0.517392366,,,
1.10979922,2.844211078,-0.213160258,0.010002092,,,
-1.176732523,-1.797088763,-0.392520197,-0.692095335,,,
-2.228253701,-3.338193356,-1.291209515,0.290733728,,,
-1.633165155,-3.498177233,0.769379406,-0.733931722,,,
-1.454233728,-1.908365452,-1.257252534,0.474945371,,,
0.180094657,1.527476288,-0.898697455,0.121695241,,,
-1.851479565,-2.067859185,-0.745828004,-0.858955003,,,
-0.442733252,-0.32384514,-1.19448258,-0.5295617,,,
0.218415953,0.405419888,-0.908526702,0.562332962,,,
0.599274941,2.007338414,-0.071858829,-0.41758726,,,
-6.943470932,-7.328362527,-7.120722111,0.476748099,,,
-2.614542107,-3.152411042,-2.005589727,-0.675613999,,,
-1.674340828,-3.071762636,-0.482534011,0.548869771,,,
-2.469684806,-0.966148597,-1.750563712,-0.857051358,,,
-1.190006551,-3.044805344,-0.376426265,0.228769967,,,
-2.224737106,-0.722342824,-1.740612422,-0.315792488,,,
-4.047315369,-4.567868947,-4.100385811,-0.226713825,,,
-2.085574963,-1.370175775,-2.152974836,-0.18805152,,,
-2.486965764,-4.546807686,-0.48170542,0.427258132,,,
-0.547024166,0.228834644,-0.356236542,-0.846973577,,,
-1.405656201,-3.130155318,-0.117320069,0.203856217,,,
-2.278329466,-2.247421403,-3.149040728,-0.042651969,,,
-1.585519723,-2.965498526,-1.353845176,0.592525517,,,
1.342878292,2.956130957,0.015915252,0.730984457,,,
1.555096265,2.522492249,0.005823119,-0.096125048,,,
-0.06468318,0.305380585,-0.756120161,0.998741839,,,
-1.724301017,-1.40595085,-1.648538831,0.933593028,,,
-2.988043927,-4.01048139,-1.102189849,-0.560111076,,,
-1.030861798,-2.463829807,-0.178291859,-0.234288003,,,
-2.93344955,-2.916228932,-1.721061433,-0.700083651,,,
-4.096443574,-4.299612626,-2.373535018,-0.573870223,,,
1.564454688,2.251228718,0.010838577,0.661856779,,,
1.978473593,3.736450407,-0.283237818,0.587620292,,,
-4.547168174,-4.531336041,-3.066083199,-0.65309059,,,
0.884065367,2.429411681,-1.246168362,0.544300437,,,
-1.692454201,-2.762602453,-0.674657215,0.086773642,,,
1.124466315,1.41187663,-0.283297126,-0.042667197,,,
-2.9452838,-2.206020142,-2.138820459,-0.510406199,,,
-2.297402489,-3.989223319,-1.862390998,0.035927975,,,
-0.881115077,-2.007218132,-0.405910126,-0.02368595,,,
-0.522942104,0.8007672,-1.390606305,0.165333012,,,
-0.486154366,-0.739813075,-1.507024979,-0.149678286,,,
-1.066224672,-2.951727858,0.539659588,0.011534108,,,
-0.504924266,1.065855691,-1.176584425,0.341105034,,,
-1.028138484,-1.359754307,-0.265008866,-0.745807821,,,
1.214839704,1.357864573,0.077792396,0.187454571,,,
-0.631867096,-1.895939498,-0.757692508,0.872796175,,,
-3.347201585,-3.940294996,-0.422244414,-0.90481952,,,
-0.244652448,-2.9391356,0.439569433,0.277037197,,,
-0.300670853,-0.22308994,-0.9170265,0.964953994,,,
-0.690251342,-1.007136292,-0.649387137,-0.212342381,,,
2.566717303,2.73375594,-0.08998906,0.820573455,,,
-2.764981091,-2.914559459,-2.03082972,-0.153318722,,,
-0.847283858,-2.22213669,-0.711502129,0.883702833,,,
-1.166152608,-2.39341217,-1.113882862,0.913597712,,,
-2.076063876,-4.118907825,-0.054659563,-0.613146743,,,
1.720144221,3.89579606,-0.692849332,0.081572247,,,
-2.893798597,-3.942102341,-1.902753009,-0.280733036,,,
-4.215729128,-4.31090692,-2.402193952,-0.8579634,,,
1.873580271,4.248125805,-0.141101294,0.129211741,,,
-1.51352747,-2.248614339,0.323020044,-0.52070135,,,
-2.298082878,-2.342176346,-3.422160707,0.633731631,,,
-3.871474924,-5.635912952,-0.929999052,-0.619159794,,,
-2.261058445,-2.031866751,-1.596240039,0.836501187,,,
-0.887630076,-2.647723303,0.213982167,0.993170406,,,
-0.111956769,-2.449960305,0.803454951,0.410574888,,,
-1.912159488,-2.964262055,-1.374333605,0.445863268,,,
-1.943210369,-3.807402722,-0.118335702,-0.534159715,,,
-0.888344618,-3.709258,-0.134515916,0.293275416,,,
-1.222076637,-0.333858958,-1.211902135,-0.89424604,,,
0.338545196,2.302790944,-0.961861143,0.344146143,,,
-0.805436982,-1.973984895,-0.51697546,0.932422504,,,
-4.766865483,-5.161499945,-4.531178827,-0.847655472,,,
-0.836965198,-1.282464004,0.100348552,-0.045386318,,,
2.389523854,3.844805145,-0.634915596,0.942212462,,,
3.031672302,4.829668855,0.160177032,0.902238232,,,
-4.185595424,-4.008271255,-3.885909155,0.67236628,,,
-2.553327433,-3.250570686,-1.49665237,0.666271006,,,
2.105766783,3.719635929,-0.205860579,0.78682164,,,
-1.008228399,-2.794230831,-0.42888221,0.757502659,,,
-2.20000795,-1.440313259,-2.790981887,-0.09658571,,,
-0.888986506,-0.532145908,-2.456035678,0.473179703,,,
-2.673666825,-2.980866442,-1.47744531,-0.875021283,,,
-6.559913711,-5.960185022,-6.351469579,-0.761013409,,,
-0.150955628,0.959591231,-1.179336685,-0.939758276,,,
-0.699563557,-0.314929699,-1.316133816,0.618942025,,,
2.145684434,3.718101974,0.172067701,-0.630771957,,,
2.142632973,3.120724878,-0.534148748,0.178085849,,,
-2.547542868,-3.377555837,-0.910900603,-0.11055017,,,
-1.671306926,-1.420984304,-1.264234289,-0.401870028,,,
-2.81129105,-4.3879309,-0.944619564,-0.192746348,,,
0.922175983,1.369708613,-0.418776029,0.135287603,,,
-3.982732882,-5.501998136,-1.561200644,-0.982408867,,,
-0.128466161,0.7390061,-0.270825722,-0.543144297,,,
1.520358764,2.173395259,-0.927869715,0.741658311,,,
-0.180996578,-1.256603118,-1.326175131,0.726785969,,,
-1.947906703,-0.987528461,-2.040573667,0.211580069,,,
-2.851168692,-4.60228234,-1.461867154,-0.122728285,,,
1.064293343,2.372860653,0.055515895,-0.97269798,,,
-2.46751764,-2.80729811,-3.249567437,0.094525948,,,
1.641041279,3.856828535,-0.901704093,0.165909751,,,
-1.675497594,-2.127456647,-1.115684193,-0.421801474,,,
-0.082953966,-2.598522758,-0.100234149,0.743751918,,,
-2.27151933,-2.004516711,-2.228072349,0.267511006,,,
-1.84989116,-3.053216689,-0.962385969,0.336619324,,,
1.753994911,2.386837972,0.439316086,0.326376495,,,
-0.874891484,-2.003258582,-0.085964181,0.677580316,,,
-0.923032747,-1.981014001,0.120168309,-0.836378007,,,
-0.811440164,-2.367291313,-1.228767642,0.487448097,,,
-3.172339538,-3.594049652,-1.533771658,-0.879675123,,,
-2.607951652,-3.025252968,-1.181791133,-0.471980694,,,
-0.545114675,-0.07306065,-1.353923005,-0.999903512,,,
-3.900065811,-5.123627606,-2.186318655,-0.603424692,,,
1.052116466,2.876073037,-0.039547351,-0.572926445,,,
1.109724838,0.886667873,-0.850889151,0.606462071,,,
0.686494666,2.358821592,0.018724379,-0.974503411,,,
-0.193105321,-1.396833182,0.14716769,0.167802014,,,
-1.239609078,-0.85680325,-1.64447594,0.598312235,,,
2.956213161,4.236625734,0.905744571,-0.005765505,,,
